Centro de Operaciones,Código Bodega,Bodega,Código Artículo,Artículo,Código Ubicación,Ubicación,Código Categoría,Categoría,U/Medida,Cantidad Período Anterior,Costo Período Anterior,Cantidad Entradas,Costo Entradas,Cantidad Salidas,Costo Salidas,Cantidad Período,Costo Período,Cantidad Reservada Período,Existencia Período,Costo Unitario,Estatus
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2169,DILDO VIBRADOR CON DOBLE PENETRACION  MORADO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              74.00,                             204.24,                               0.00,                               0.00,                               3.00,                               8.28,                              71.00,                             195.96,                               0.00,                              71.00,                               2.76,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2170,MASTURBADOR FEMENINO CON 10 MODOS DE VIBRACION ELEFANTE,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              19.00,                              54.34,                               0.00,                               0.00,                               0.00,                               0.00,                              19.00,                              54.34,                               0.00,                              19.00,                               2.86,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2171,MASTURBADOR FEMENINO CON 10 MODOS DE VIBRACION RENO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              23.00,                              65.51,                               0.00,                               0.00,                               3.00,                               8.55,                              20.00,                              56.96,                               0.00,                              20.00,                               2.85,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2172,MASTURBADOR FEMENINO CON 10 MODOS DE VIBRACION CONEJO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              19.00,                              54.34,                               1.00,                               2.86,                               3.00,                               8.58,                              17.00,                              48.62,                               0.00,                              17.00,                               2.86,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2174,PLUG ANAL COLA DE PERRO DE SILICONA NEGRO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              36.00,                              46.80,                               0.00,                               0.00,                               1.00,                               1.30,                              35.00,                              45.50,                               0.00,                              35.00,                               1.30,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2175,PLUG ANAL COLA DE PERRO DE SILICONA  TRANSPARENTE,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              32.00,                              41.60,                               0.00,                               0.00,                               0.00,                               0.00,                              32.00,                              41.60,                               0.00,                              32.00,                               1.30,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2176,CONSOLADOR DE PERRO PARA MUJER CON EYACULADOR,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               3.00,                              32.82,                               0.00,                               0.00,                               1.00,                              10.94,                               2.00,                              21.88,                               0.00,                               2.00,                              10.94,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2179,FUNDA PENE EXTENSOR REALISTA GLADIADOR ALARGAMIENTO 16CM,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               1.00,                               1.49,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               1.49,                               0.00,                               1.00,                               1.49,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2180,FUNDA EXTENSORA DE PENE 27 CM CARNE,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               1.00,                               1.85,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               1.85,                               0.00,                               1.00,                               1.85,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2183,COLUMPIO DE PUERTA PARA ADULTOS,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              13.00,                              48.35,                               0.00,                               0.00,                               2.00,                               7.44,                              11.00,                              40.91,                               0.00,                              11.00,                               3.72,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2184,OVULOS ESTRECHANTES Y APRIETE  VAGINAL,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                             180.00,                             303.53,                               3.00,                               5.07,                              38.00,                              64.22,                             145.00,                             244.38,                               0.00,                             145.00,                               1.69,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2185,CINTURON DE CASTIDAD DE METAL,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              29.00,                             151.09,                               0.00,                               0.00,                               0.00,                               0.00,                              29.00,                             151.09,                               0.00,                              29.00,                               5.21,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2187,SHAMPOO MEIDU CUBRE CANAS 3 EN 1 500 ML  NEGRO,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                             152.00,"                           1,153.68",                               0.00,                               0.00,                              30.00,                             227.70,                             122.00,                             925.98,                               0.00,                             122.00,                               7.59,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2188,SHAMPOO MEIDU CUBRE CANAS 3 EN 1 500 ML  MARRON,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                              44.00,                             333.96,                               0.00,                               0.00,                              10.00,                              75.90,                              34.00,                             258.06,                               0.00,                              34.00,                               7.59,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2189,SHAMPOO MEIDU CUBRE CANAS 3 EN 1 500 ML  ROJO VINO,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                               9.00,                              68.31,                               0.00,                               0.00,                               7.00,                              53.13,                               2.00,                              15.18,                               0.00,                               2.00,                               7.59,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2190,CEPILLO LAVADOR ELECTRICO RECARGABLE,U001,Ubicación Principal,PRO-25,COCINA,Unid,                              45.00,                             170.40,                               0.00,                               0.00,                              13.00,                              49.27,                              32.00,                             121.13,                               0.00,                              32.00,                               3.79,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2192,BOLSO DE LAPTOP CON USB NEGRO,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                               1.00,                              16.14,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                              16.14,                               0.00,                               1.00,                              16.16,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2193,ESMECHADOR DE POLLO,U001,Ubicación Principal,PRO-25,COCINA,Unid,                               1.00,                               4.08,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               4.08,                               0.00,                               1.00,                               4.08,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2194,CAJA ACRILICA PARA ZAPATOS,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                             135.00,                             599.98,                               0.00,                               0.00,                               2.00,                               8.88,                             133.00,                             591.10,                               0.00,                             133.00,                               4.44,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2195,COCHE PARA BEBE VIAJERO YOYO NEGRO,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               7.00,                             472.08,                               0.00,                               0.00,                               1.00,                              67.44,                               6.00,                             404.64,                               0.00,                               6.00,                              67.44,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2196,BATERIA DRON E88,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                             329.00,                             348.74,                               0.00,                               0.00,                               9.00,                               9.54,                             320.00,                             339.20,                               0.00,                             320.00,                               1.06,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2197,IMPRESORA TERMICA 80 MM USB LAN,U001,Ubicación Principal,PRO-23,IMPRESORAS,Unid,                              45.00,"                           1,462.89",                               0.00,                               0.00,                               0.00,                               0.00,                              45.00,"                           1,462.89",                               0.00,                              45.00,                              32.51,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2199,SET DE VIAJE 8 PCS NEGRO,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                               8.00,                              34.04,                               0.00,                               0.00,                               5.00,                              21.25,                               3.00,                              12.79,                               0.00,                               3.00,                               4.25,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2163,CINTA ADHESIVA DECORATIVA GRIS 1CM X 50MTS,U001,Ubicación Principal,PRO-24,REVESTIMIENTO,Unid,                             863.00,                             681.77,                               0.00,                               0.00,                               5.00,                               3.95,                             858.00,                             677.82,                               0.00,                             858.00,                               0.79,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2173,MASTURBADOR FEMENINO CON 10 MODOS DE VIBRACION LOBO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              26.00,                              73.28,                               0.00,                               0.00,                               5.00,                              14.10,                              21.00,                              59.18,                               0.00,                              21.00,                               2.82,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2204,CORRECTOR DE POSTURA AJUSTABLE ESPALDA TALLA L,U001,Ubicación Principal,PRO-18,SALUD,Unid,                               1.00,                               2.67,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               2.67,                               0.00,                               1.00,                               2.67,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2207,LAMPARA DE ARENA AZUL,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              18.00,                              70.70,                               0.00,                               0.00,                               0.00,                               0.00,                              18.00,                              70.70,                               0.00,                              18.00,                               3.92,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2208,LAMPARA DE ARENA NEGRO,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              18.00,                              70.20,                               0.00,                               0.00,                               1.00,                               3.90,                              17.00,                              66.30,                               0.00,                              17.00,                               3.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2209,LAMPARA DE ARENA ROJO,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              29.00,                             113.10,                               0.00,                               0.00,                               0.00,                               0.00,                              29.00,                             113.10,                               0.00,                              29.00,                               3.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2210,LAMPARA DE ARENA VERDE,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              20.00,                              78.00,                               0.00,                               0.00,                               1.00,                               3.90,                              19.00,                              74.10,                               0.00,                              19.00,                               3.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2211,PROYECTOR HY300 720,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                              51.00,"                           1,221.35",                               0.00,                               0.00,                               7.00,                             167.58,                              44.00,"                           1,053.77",                               0.00,                              44.00,                              23.94,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2213,MAQUINA BOXEO BLUETOOH CON ACCESORIOS,U001,Ubicación Principal,PRO-12,JUEGOS Y JUGUETES,Unid,                              39.00,"                           1,010.69",                               0.00,                               0.00,                               9.00,                             233.28,                              30.00,                             777.41,                               0.00,                              30.00,                              25.92,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2216,MASAJEADOR DE PIE PROFUNDO TERMICO,U001,Ubicación Principal,PRO-18,SALUD,Unid,                              55.00,                             560.17,                               0.00,                               0.00,                              10.00,                             101.80,                              45.00,                             458.37,                               0.00,                              45.00,                              10.18,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2218,BANCO AJUSTABLE DE PESAS EJERCICIO ABDOMINALES GYM,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                              12.00,                             826.32,                               0.00,                               0.00,                               0.00,                               0.00,                              12.00,                             826.32,                               0.00,                              12.00,                              68.86,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2223,"EJERCITADOR 3 EN 1, EXPANSOR DE PECHO CON RESORTE, MANUAL FORTALECEDOR DE AGARRE",U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                             247.00,"                           2,293.86",                               0.00,                               0.00,                               1.00,                               9.29,                             246.00,"                           2,284.57",                               0.00,                             246.00,                               9.29,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2224,DISPOSITIVO AUXILIAR DE ABDOMINALES CON AUTOSUCCIÓN PARA EL HOGAR,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                              36.00,                             174.11,                               0.00,                               0.00,                               8.00,                              38.64,                              28.00,                             135.47,                               0.00,                              28.00,                               4.83,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2226,AUDIFONO INALAMBRICO P2961 Bluetooth RECARGABLE NEGRO,U001,Ubicación Principal,PRO-06,AUDIFONOS,Unid,                              37.00,                             162.60,                              10.00,                              43.90,                              34.00,                             149.45,                              13.00,                              57.05,                               0.00,                              13.00,                               4.40,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2225,ESCALERA DE AGILIDAD COORDINACION ENTRENAMIENTO 6 METROS,U001,Ubicación Principal,PRO-04,DEPORTE Y FITNESS,Unid,                              58.00,                             150.01,                               0.00,                               0.00,                              10.00,                              25.80,                              48.00,                             124.21,                               0.00,                              48.00,                               2.58,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2232,"LUCES SOLARES PARA EL HOGAR, LÁMPARA DE ENERGÍA SOLAR IP65, RESISTENTE AL AGUA, PARA INTERIOR Y EXTERIOR  20CM 100W",U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              39.00,                             180.50,                               0.00,                               0.00,                              15.00,                              69.60,                              24.00,                             110.90,                               0.00,                              24.00,                               4.64,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2233,"BELIA-CÁMARA DE VIGILANCIA 4K DE 8MP CON WIFI, LENTE DUAL, ZOOM DIGITAL 4X, DETECCIÓN HUMANA POR IA, ONVIF, CÁMARAS IP PTZ",U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                             224.00,"                           3,949.12",                               2.00,                              35.26,                              63.00,"                           1,110.69",                             163.00,"                           2,873.69",                               0.00,                             163.00,                              17.63,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2235,MÁQUINA DE CAFE PORTÁTIL CON CALEFACCIÓN AUTOMÁTICA INALÁMBRICA,U001,Ubicación Principal,PRO-25,COCINA,Unid,                             158.00,"                           2,988.22",                               0.00,                               0.00,                              21.00,                             397.11,                             137.00,"                           2,591.11",                               0.00,                             137.00,                              18.91,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2234,TECLADO BLUETOOTH PLEGABLE INALAMBRICO PORTATIL,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                              44.00,                             525.40,                               0.00,                               0.00,                              12.00,                             143.28,                              32.00,                             382.12,                               0.00,                              32.00,                              11.94,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2239,PLUG ANAL SILICONA MORADO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               7.00,                              17.29,                               1.00,                               2.97,                               6.00,                              14.82,                               2.00,                               5.44,                               0.00,                               2.00,                               2.72,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2240,SET 3 PLUG ANAL ALARGADO NEGRO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              40.00,                              65.20,                               0.00,                               0.00,                               0.00,                               0.00,                              40.00,                              65.20,                               0.00,                              40.00,                               1.63,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2241,VIBRADOR ANAL HUSH 2 CONTROLAO POR APP BY LOVENSE,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               2.00,                               6.62,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               6.62,                               0.00,                               2.00,                               3.31,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2242,CONSOLADOR DE TIGRE LARGO DRAGÓN 40 CM ANAL PLUGS,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              29.00,                              82.49,                               0.00,                               0.00,                               7.00,                              19.88,                              22.00,                              62.61,                               0.00,                              22.00,                               2.84,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2246,BDSM CINTA ESTATICA PARA JUEGOS PREVIOS DE ADULTOS NEGRO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              50.00,                              35.50,                               1.00,                               0.71,                               2.00,                               1.42,                              49.00,                              34.79,                               0.00,                              49.00,                               0.71,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2248,COPA MASTURBADORA CON VIBRACION RECARGABLE,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              17.00,                             133.24,                               0.00,                               0.00,                               2.00,                              15.68,                              15.00,                             117.56,                               0.00,                              15.00,                               7.84,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2249,FUNDA PARA PENE TEXTURIZADA CON VIBRACION,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               3.00,                               7.23,                               0.00,                               0.00,                               0.00,                               0.00,                               3.00,                               7.23,                               0.00,                               3.00,                               2.41,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2250,DISFRAZ SEXY DE CONEJITA PARA MUJER NEGRO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              35.00,                             171.15,                               0.00,                               0.00,                               0.00,                               0.00,                              35.00,                             171.15,                               0.00,                              35.00,                               4.89,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2251,TAPÓN ANAL DE METAL CON FORMA DE DILDO PARA HOMBRES NEGRO TALLA S,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               6.00,                              11.88,                               0.00,                               0.00,                               1.00,                               1.98,                               5.00,                               9.90,                               0.00,                               5.00,                               1.98,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2252,TAPÓN ANAL DE METAL CON FORMA DE DILDO PARA HOMBRES BLANCO TALLA M,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               6.00,                              16.50,                               0.00,                               0.00,                               2.00,                               5.50,                               4.00,                              11.00,                               0.00,                               4.00,                               2.75,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2253,TAPÓN ANAL DE METAL CON FORMA DE DILDO PARA HOMBRES ROJO TALLA L,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              20.00,                              80.40,                               0.00,                               0.00,                               5.00,                              20.10,                              15.00,                              60.30,                               0.00,                              15.00,                               4.02,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2255,EXTENSOR DE PENE BOLA DE METAL DOBLE DE 35 MM,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              30.00,                              76.80,                               0.00,                               0.00,                               1.00,                               2.56,                              29.00,                              74.24,                               0.00,                              29.00,                               2.56,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2256,EXTENSOR DE PENE BOLA DE METAL TRIPLE DE 35 MM,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              22.00,                              68.42,                               0.00,                               0.00,                               2.00,                               6.22,                              20.00,                              62.20,                               0.00,                              20.00,                               3.11,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2244,ACEITE DE MASAJE CORPORAL AUMENTO DE PENE XXXL 10 ML,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                             366.00,                             186.66,                               4.00,                               2.04,                              90.00,                              45.90,                             280.00,                             142.80,                               0.00,                             280.00,                               0.51,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2254,EXTENSOR DE PENE BOLA DE METAL SIMPLE DE 35 MM,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              29.00,                              60.32,                               0.00,                               0.00,                               0.00,                               0.00,                              29.00,                              60.32,                               0.00,                              29.00,                               2.08,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2222,Luz de techo LED montada en superficie moderna inteligente IP44 para el hogar,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              15.00,                             124.47,                               0.00,                               0.00,                               3.00,                              24.90,                              12.00,                              99.57,                               0.00,                              12.00,                               8.30,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2263,SATISFAYER RECARGABLE NEGRO GM21901,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                               1.00,                               6.20,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                               6.20,                               0.00,                               1.00,                               6.20,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2264,CEPILLO FACIAL AZUL,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                              19.00,                              17.24,                               0.00,                               0.00,                               0.00,                               0.00,                              19.00,                              17.24,                               0.00,                              19.00,                               0.91,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2265,CEPILLO FACIAL ROSADO,U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                              19.00,                              17.19,                               0.00,                               0.00,                               1.00,                               0.90,                              18.00,                              16.29,                               0.00,                              18.00,                               0.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2275,LAMPARA DE LIBRO MARRON OSCURO,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              39.00,                             250.38,                               0.00,                               0.00,                               1.00,                               6.42,                              38.00,                             243.96,                               0.00,                              38.00,                               6.42,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2276,LAMPARA DE LIBRO MARRON CAOBA,U001,Ubicación Principal,PRO-14,ILUMINACION,Unid,                              50.00,                             321.29,                               0.00,                               0.00,                               0.00,                               0.00,                              50.00,                             321.29,                               0.00,                              50.00,                               6.42,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2277,SET DE VIAJE 8 PCS AZUL,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                              23.00,                              94.53,                               1.00,                               4.11,                               4.00,                              16.44,                              20.00,                              82.20,                               0.00,                              20.00,                               4.11,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2278,SET DE VIAJE 8 PCS GRIS,U001,Ubicación Principal,PRO-11,HOGAR,Unid,                              24.00,                             100.19,                               7.00,                              29.19,                              17.00,                              70.95,                              14.00,                              58.43,                               0.00,                              14.00,                               4.18,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2283,SET 3 PLUG ANAL ALARGADO ROSADO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              37.00,                             181.30,                               0.00,                               0.00,                               1.00,                               4.90,                              36.00,                             176.40,                               0.00,                              36.00,                               4.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2284,SET 3 PLUG ANAL ALARGADO MORADO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              34.00,                             166.60,                               0.00,                               0.00,                               0.00,                               0.00,                              34.00,                             166.60,                               0.00,                              34.00,                               4.90,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2286,BDSM CINTA ESTATICA PARA JUEGOS PREVIOS DE ADULTOS ROJO,U001,Ubicación Principal,PRO-08,ADULTOS,Unid,                              53.00,                              37.63,                               0.00,                               0.00,                               0.00,                               0.00,                              53.00,                              37.63,                               0.00,                              53.00,                               0.71,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2293,RELOJ INTELIGENTE PARA NIÑO Q19 GPS VERDE,U001,Ubicación Principal,PRO-07,RELOJES INTELIGENTES,Unid,                              57.00,                             269.64,                               4.00,                              20.88,                              38.00,                             180.96,                              23.00,                             109.56,                               0.00,                              23.00,                               4.77,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2295,"HERRAMIENTA INALÁMBRICA PARA EL CUIDADO DEL CABELLO, CEPILLO ALISADOR ELÉCTRICO ROSADO",U001,Ubicación Principal,PRO-05,ESTETICA Y BELLEZA,Unid,                              52.00,                             565.47,                               0.00,                               0.00,                               1.00,                              10.87,                              51.00,                             554.60,                               0.00,                              51.00,                              10.87,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2296,RELOJ INTELIGENTE P89 VERDE,U001,Ubicación Principal,PRO-07,RELOJES INTELIGENTES,Unid,                               1.00,                              10.30,                               0.00,                               0.00,                               0.00,                               0.00,                               1.00,                              10.30,                               0.00,                               1.00,                              10.30,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2297,ANILLO INTELIGENTE PLATEADO TALLA 8,U001,Ubicación Principal,PRO-21,ELECTRONICA,Unid,                              30.00,                             230.10,                               0.00,                               0.00,                               1.00,                               7.67,                              29.00,                             222.43,                               0.00,                              29.00,                               7.67,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2298,ANILLO INTELIGENTE PLATEADO TALLA 9,U001,Ubicación Principal,PRO-21,ELECTRONICA,Unid,                              44.00,                             337.48,                               0.00,                               0.00,                               1.00,                               7.67,                              43.00,                             329.81,                               0.00,                              43.00,                               7.67,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2299,ANILLO INTELIGENTE PLATEADO TALL10,U001,Ubicación Principal,PRO-21,ELECTRONICA,Unid,                              39.00,                             299.13,                               0.00,                               0.00,                               1.00,                               7.67,                              38.00,                             291.46,                               0.00,                              38.00,                               7.67,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2300,ANILLO INTELIGENTE PLATEADO TALLA 11,U001,Ubicación Principal,PRO-21,ELECTRONICA,Unid,                               7.00,                              53.69,                               0.00,                               0.00,                               0.00,                               0.00,                               7.00,                              53.69,                               0.00,                               7.00,                               7.67,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2301,CAMARA TIPO GOPRO PLATEADA,U001,Ubicación Principal,PRO-17,AUDIO Y VIDEO,Unid,                              43.00,                             236.41,                               0.00,                               0.00,                               0.00,                               0.00,                              43.00,                             236.41,                               0.00,                              43.00,                               5.50,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2294,RELOJ INTELIGENTE S9 ROSADO INCLUYE 3 CORREAS,U001,Ubicación Principal,PRO-07,RELOJES INTELIGENTES,Unid,                               2.00,                               7.49,                               0.00,                               0.00,                               0.00,                               0.00,                               2.00,                               7.49,                               0.00,                               2.00,                               3.75,ACTIVO
Sede PGR 2023 - 006,ALM-TIE,ALMACEN TIENDA,MASS2303,SILLA EJECUTIVA ERGONOMICA A6P,U001,Ubicación Principal,PRO-15,COMPUTACION,Unid,                             242.00,"                           8,248.19",                               9.00,                             306.78,                             103.00,"                           3,510.42",                             148.00,"                           5,044.55",                               0.00,                             148.00,                              34.09,ACTIVO
